Country,Region,Year,S2030_Outcome,Indicator,Baseline_Value,Target_Value,Actual_Value,Achievement_Pct,Change_from_Baseline_Pct,Data_Source,Measurement_Method,Confidence_Level
Senegal,West Africa,2025,Healthy & Safe Living,Malnutrition cases treated,315,422,378,89.6,20.0,Survey,Focus Group,Medium
Senegal,West Africa,2025,Migration & Identity,Migrants assisted,1859,2752,2265,82.3,21.8,Admin Records,Household Survey,Low
Senegal,West Africa,2025,Migration & Identity,Stateless persons supported,1872,2118,2168,102.4,15.8,Partner Report,Household Survey,Medium
Senegal,West Africa,2025,Migration & Identity,Legal documents issued,1483,1637,1487,90.8,0.3,Admin Records,Household Survey,Medium
Senegal,West Africa,2025,Values & Dignity,GBV survivors supported,7521,10171,5040,49.6,-33.0,Survey,Key Informant,High
Senegal,West Africa,2025,Values & Dignity,Mental health sessions,7668,10359,8462,81.7,10.4,Admin Records,Focus Group,High
Senegal,West Africa,2025,Values & Dignity,Protection cases resolved,883,989,877,88.7,-0.7,Partner Report,Focus Group,Low
Senegal,West Africa,2025,Economic Security,HHs with improved income,4614,5771,3052,52.9,-33.9,Remote Sensing,Focus Group,High
Senegal,West Africa,2025,Economic Security,Savings group members,6663,8148,7264,89.2,9.0,Admin Records,Household Survey,Low
Senegal,West Africa,2025,Economic Security,Jobs created or maintained,3320,4826,5179,107.3,56.0,Survey,Household Survey,Low
Ivory Coast,West Africa,2021,Climate & Environment,Communities with DRR plans,7228,10613,6275,59.1,-13.2,Admin Records,Focus Group,Low
Ivory Coast,West Africa,2021,Climate & Environment,Early warning systems active,8752,9971,7568,75.9,-13.5,Partner Report,Direct Count,Medium
Ivory Coast,West Africa,2021,Climate & Environment,Hectares of land restored,7136,9217,8255,89.6,15.7,Partner Report,Direct Count,High
Ivory Coast,West Africa,2021,Healthy & Safe Living,People with health access,3451,4717,4694,99.5,36.0,Survey,Household Survey,Medium
Ivory Coast,West Africa,2021,Healthy & Safe Living,Vaccination rate (%),3359,3846,3305,85.9,-1.6,Admin Records,Direct Count,High
Ivory Coast,West Africa,2021,Healthy & Safe Living,Malnutrition cases treated,7300,10807,7274,67.3,-0.4,Partner Report,Direct Count,Medium
Ivory Coast,West Africa,2021,Migration & Identity,Migrants assisted,7256,9028,10242,113.4,41.2,Admin Records,Household Survey,Medium
Ivory Coast,West Africa,2021,Migration & Identity,Stateless persons supported,9687,13987,16448,117.6,69.8,Survey,Key Informant,High
Ivory Coast,West Africa,2021,Migration & Identity,Legal documents issued,7882,8680,6751,77.8,-14.3,Survey,Household Survey,High
Ivory Coast,West Africa,2021,Values & Dignity,GBV survivors supported,4458,6597,5059,76.7,13.5,Remote Sensing,Direct Count,Medium
Ivory Coast,West Africa,2021,Values & Dignity,Mental health sessions,1741,2022,1794,88.7,3.0,Partner Report,Focus Group,Low
Ivory Coast,West Africa,2021,Values & Dignity,Protection cases resolved,9755,12792,10007,78.2,2.6,Survey,Household Survey,High
Ivory Coast,West Africa,2021,Economic Security,HHs with improved income,928,1334,1187,89.0,27.9,Remote Sensing,Direct Count,Low
Ivory Coast,West Africa,2021,Economic Security,Savings group members,7757,11418,11369,99.6,46.6,Survey,Focus Group,High
Ivory Coast,West Africa,2021,Economic Security,Jobs created or maintained,421,585,542,92.6,28.7,Partner Report,Key Informant,Low
Ivory Coast,West Africa,2022,Climate & Environment,Communities with DRR plans,9144,12499,10673,85.4,16.7,Survey,Focus Group,Low
Ivory Coast,West Africa,2022,Climate & Environment,Early warning systems active,149,188,134,71.3,-10.1,Partner Report,Key Informant,Low
Ivory Coast,West Africa,2022,Climate & Environment,Hectares of land restored,1177,1348,1587,117.7,34.8,Partner Report,Key Informant,High
Ivory Coast,West Africa,2022,Healthy & Safe Living,People with health access,4286,5947,5827,98.0,36.0,Survey,Focus Group,Low
Ivory Coast,West Africa,2022,Healthy & Safe Living,Vaccination rate (%),9896,11792,12045,102.1,21.7,Remote Sensing,Direct Count,Low
Ivory Coast,West Africa,2022,Healthy & Safe Living,Malnutrition cases treated,8770,13002,15462,118.9,76.3,Remote Sensing,Key Informant,Low
Ivory Coast,West Africa,2022,Migration & Identity,Migrants assisted,1166,1694,1089,64.3,-6.6,Admin Records,Direct Count,Low
Ivory Coast,West Africa,2022,Migration & Identity,Stateless persons supported,7292,10907,9323,85.5,27.9,Survey,Direct Count,Medium
Ivory Coast,West Africa,2022,Migration & Identity,Legal documents issued,9979,13865,15638,112.8,56.7,Partner Report,Household Survey,Medium
Ivory Coast,West Africa,2022,Values & Dignity,GBV survivors supported,6358,9139,10474,114.6,64.7,Survey,Key Informant,High
Ivory Coast,West Africa,2022,Values & Dignity,Mental health sessions,8045,10402,8816,84.8,9.6,Partner Report,Household Survey,Medium
Ivory Coast,West Africa,2022,Values & Dignity,Protection cases resolved,7962,9989,12407,124.2,55.8,Partner Report,Key Informant,High
Ivory Coast,West Africa,2022,Economic Security,HHs with improved income,2954,4108,3835,93.4,29.8,Partner Report,Direct Count,High
Ivory Coast,West Africa,2022,Economic Security,Savings group members,3555,4417,4558,103.2,28.2,Partner Report,Household Survey,Low
Ivory Coast,West Africa,2022,Economic Security,Jobs created or maintained,7408,11041,10008,90.6,35.1,Survey,Household Survey,Low
Ivory Coast,West Africa,2023,Climate & Environment,Communities with DRR plans,4427,5272,5194,98.5,17.3,Admin Records,Direct Count,Low
Ivory Coast,West Africa,2023,Climate & Environment,Early warning systems active,2386,3020,2104,69.7,-11.8,Survey,Key Informant,Medium
Ivory Coast,West Africa,2023,Climate & Environment,Hectares of land restored,935,1037,1117,107.7,19.5,Remote Sensing,Key Informant,High
Ivory Coast,West Africa,2023,Healthy & Safe Living,People with health access,1558,2210,1726,78.1,10.8,Remote Sensing,Household Survey,High
Ivory Coast,West Africa,2023,Healthy & Safe Living,Vaccination rate (%),549,712,950,133.4,73.0,Partner Report,Household Survey,Low
Ivory Coast,West Africa,2023,Healthy & Safe Living,Malnutrition cases treated,1471,1747,1263,72.3,-14.1,Admin Records,Focus Group,Low
Ivory Coast,West Africa,2023,Migration & Identity,Migrants assisted,9464,12401,10880,87.7,15.0,Remote Sensing,Key Informant,High
Ivory Coast,West Africa,2023,Migration & Identity,Stateless persons supported,1468,1812,1499,82.7,2.1,Remote Sensing,Household Survey,Low
Ivory Coast,West Africa,2023,Migration & Identity,Legal documents issued,8906,12200,7859,64.4,-11.8,Partner Report,Household Survey,High
Ivory Coast,West Africa,2023,Values & Dignity,GBV survivors supported,9055,9986,11521,115.4,27.2,Remote Sensing,Focus Group,Medium
Ivory Coast,West Africa,2023,Values & Dignity,Mental health sessions,8867,10648,8156,76.6,-8.0,Admin Records,Key Informant,High
Ivory Coast,West Africa,2023,Values & Dignity,Protection cases resolved,7493,8564,7840,91.5,4.6,Partner Report,Key Informant,Low
Ivory Coast,West Africa,2023,Economic Security,HHs with improved income,7314,9938,7338,73.8,0.3,Partner Report,Direct Count,High
Ivory Coast,West Africa,2023,Economic Security,Savings group members,8932,11574,12532,108.3,40.3,Admin Records,Household Survey,High
Ivory Coast,West Africa,2023,Economic Security,Jobs created or maintained,4351,6432,5501,85.5,26.4,Survey,Direct Count,Medium
Ivory Coast,West Africa,2024,Climate & Environment,Communities with DRR plans,5346,7612,7132,93.7,33.4,Remote Sensing,Household Survey,High
Ivory Coast,West Africa,2024,Climate & Environment,Early warning systems active,3195,4273,3744,87.6,17.2,Remote Sensing,Household Survey,Medium
Ivory Coast,West Africa,2024,Climate & Environment,Hectares of land restored,9859,13900,13340,96.0,35.3,Remote Sensing,Household Survey,Low
Ivory Coast,West Africa,2024,Healthy & Safe Living,People with health access,1476,2077,2369,114.1,60.5,Admin Records,Direct Count,Low
Ivory Coast,West Africa,2024,Healthy & Safe Living,Vaccination rate (%),9773,11770,10330,87.8,5.7,Partner Report,Key Informant,Low
Ivory Coast,West Africa,2024,Healthy & Safe Living,Malnutrition cases treated,7038,8085,8047,99.5,14.3,Admin Records,Direct Count,Low
Ivory Coast,West Africa,2024,Migration & Identity,Migrants assisted,6524,8483,7299,86.0,11.9,Remote Sensing,Household Survey,Medium
Ivory Coast,West Africa,2024,Migration & Identity,Stateless persons supported,806,1091,772,70.8,-4.2,Partner Report,Key Informant,Low
Ivory Coast,West Africa,2024,Migration & Identity,Legal documents issued,2031,2551,2393,93.8,17.8,Partner Report,Household Survey,Low
Ivory Coast,West Africa,2024,Values & Dignity,GBV survivors supported,7038,9731,7083,72.8,0.6,Survey,Focus Group,Medium
Ivory Coast,West Africa,2024,Values & Dignity,Mental health sessions,821,982,831,84.6,1.2,Remote Sensing,Key Informant,High
Ivory Coast,West Africa,2024,Values & Dignity,Protection cases resolved,8087,10114,6095,60.3,-24.6,Partner Report,Key Informant,Medium
Ivory Coast,West Africa,2024,Economic Security,HHs with improved income,6283,7483,6898,92.2,9.8,Partner Report,Household Survey,Medium
Ivory Coast,West Africa,2024,Economic Security,Savings group members,9619,13573,11771,86.7,22.4,Remote Sensing,Key Informant,Medium
Ivory Coast,West Africa,2024,Economic Security,Jobs created or maintained,840,1155,1054,91.3,25.5,Remote Sensing,Focus Group,Low
Ivory Coast,West Africa,2025,Climate & Environment,Communities with DRR plans,6265,7538,6920,91.8,10.5,Remote Sensing,Key Informant,Low
Ivory Coast,West Africa,2025,Climate & Environment,Early warning systems active,4438,6306,6144,97.4,38.4,Remote Sensing,Household Survey,Medium
Ivory Coast,West Africa,2025,Climate & Environment,Hectares of land restored,7522,8422,8442,100.2,12.2,Partner Report,Key Informant,High
Ivory Coast,West Africa,2025,Healthy & Safe Living,People with health access,7373,8974,11815,131.7,60.2,Survey,Key Informant,Low
Ivory Coast,West Africa,2025,Healthy & Safe Living,Vaccination rate (%),5638,6793,8035,118.3,42.5,Survey,Direct Count,High
Ivory Coast,West Africa,2025,Healthy & Safe Living,Malnutrition cases treated,2718,3025,3017,99.7,11.0,Partner Report,Key Informant,Low
Ivory Coast,West Africa,2025,Migration & Identity,Migrants assisted,6762,8972,7520,83.8,11.2,Partner Report,Key Informant,High
Ivory Coast,West Africa,2025,Migration & Identity,Stateless persons supported,8333,11243,9463,84.2,13.6,Admin Records,Focus Group,Low
Ivory Coast,West Africa,2025,Migration & Identity,Legal documents issued,6655,8148,4221,51.8,-36.6,Admin Records,Household Survey,Medium
Ivory Coast,West Africa,2025,Values & Dignity,GBV survivors supported,2352,3197,2324,72.7,-1.2,Partner Report,Direct Count,Medium
Ivory Coast,West Africa,2025,Values & Dignity,Mental health sessions,2579,3321,2862,86.2,11.0,Remote Sensing,Household Survey,Medium
Ivory Coast,West Africa,2025,Values & Dignity,Protection cases resolved,461,643,602,93.6,30.6,Survey,Household Survey,Medium
Ivory Coast,West Africa,2025,Economic Security,HHs with improved income,1310,1575,2222,141.1,69.6,Admin Records,Household Survey,Low
Ivory Coast,West Africa,2025,Economic Security,Savings group members,4167,5132,4970,96.8,19.3,Partner Report,Key Informant,High
Ivory Coast,West Africa,2025,Economic Security,Jobs created or maintained,6774,8729,8771,100.5,29.5,Survey,Key Informant,High
Mali,West Africa,2021,Climate & Environment,Communities with DRR plans,7884,11103,7800,70.3,-1.1,Remote Sensing,Household Survey,Medium
Mali,West Africa,2021,Climate & Environment,Early warning systems active,3156,3825,3039,79.5,-3.7,Admin Records,Household Survey,Medium
Mali,West Africa,2021,Climate & Environment,Hectares of land restored,5362,6406,5528,86.3,3.1,Survey,Direct Count,Medium
Mali,West Africa,2021,Healthy & Safe Living,People with health access,459,647,419,64.8,-8.7,Admin Records,Focus Group,Medium
Mali,West Africa,2021,Healthy & Safe Living,Vaccination rate (%),5049,6073,5851,96.3,15.9,Remote Sensing,Key Informant,Medium
Mali,West Africa,2021,Healthy & Safe Living,Malnutrition cases treated,2140,3053,2342,76.7,9.4,Survey,Direct Count,Medium
Mali,West Africa,2021,Migration & Identity,Migrants assisted,617,842,574,68.2,-7.0,Admin Records,Focus Group,Medium
Mali,West Africa,2021,Migration & Identity,Stateless persons supported,562,744,779,104.7,38.6,Remote Sensing,Direct Count,High
Mali,West Africa,2021,Migration & Identity,Legal documents issued,7801,9266,8001,86.3,2.6,Remote Sensing,Household Survey,Low
Mali,West Africa,2021,Values & Dignity,GBV survivors supported,2177,3040,2876,94.6,32.1,Partner Report,Household Survey,Low
Mali,West Africa,2021,Values & Dignity,Mental health sessions,8964,12982,8888,68.5,-0.8,Survey,Direct Count,Medium
Mali,West Africa,2021,Values & Dignity,Protection cases resolved,9130,11715,12021,102.6,31.7,Admin Records,Household Survey,Medium
Mali,West Africa,2021,Economic Security,HHs with improved income,1404,1620,1591,98.2,13.3,Remote Sensing,Focus Group,Medium
Mali,West Africa,2021,Economic Security,Savings group members,8570,11846,10728,90.6,25.2,Survey,Key Informant,Medium
Mali,West Africa,2021,Economic Security,Jobs created or maintained,3126,3671,3748,102.1,19.9,Remote Sensing,Direct Count,Medium
Mali,West Africa,2022,Climate & Environment,Communities with DRR plans,9044,10407,8277,79.5,-8.5,Remote Sensing,Key Informant,Low
Mali,West Africa,2022,Climate & Environment,Early warning systems active,9631,12571,10417,82.9,8.2,Remote Sensing,Direct Count,Medium
Mali,West Africa,2022,Climate & Environment,Hectares of land restored,8402,9476,7792,82.2,-7.3,Remote Sensing,Focus Group,Low
Mali,West Africa,2022,Healthy & Safe Living,People with health access,1579,2036,1251,61.4,-20.8,Partner Report,Focus Group,Low
Mali,West Africa,2022,Healthy & Safe Living,Vaccination rate (%),4379,5807,4969,85.6,13.5,Partner Report,Household Survey,High
Mali,West Africa,2022,Healthy & Safe Living,Malnutrition cases treated,2133,2415,2151,89.1,0.8,Admin Records,Key Informant,High
Mali,West Africa,2022,Migration & Identity,Migrants assisted,7927,8912,6984,78.4,-11.9,Partner Report,Key Informant,Low
Mali,West Africa,2022,Migration & Identity,Stateless persons supported,6350,8880,7670,86.4,20.8,Survey,Focus Group,High
Mali,West Africa,2022,Migration & Identity,Legal documents issued,1253,1490,1305,87.6,4.2,Remote Sensing,Household Survey,Medium
Mali,West Africa,2022,Values & Dignity,GBV survivors supported,1113,1423,1436,100.9,29.0,Admin Records,Direct Count,High
Mali,West Africa,2022,Values & Dignity,Mental health sessions,7001,9886,10076,101.9,43.9,Partner Report,Key Informant,Medium
Mali,West Africa,2022,Values & Dignity,Protection cases resolved,2160,3183,3681,115.6,70.4,Survey,Focus Group,Medium
Mali,West Africa,2022,Economic Security,HHs with improved income,6201,7868,6264,79.6,1.0,Survey,Direct Count,Medium
Mali,West Africa,2022,Economic Security,Savings group members,225,322,352,109.3,56.4,Survey,Household Survey,Low
Mali,West Africa,2022,Economic Security,Jobs created or maintained,9478,11409,12083,105.9,27.5,Partner Report,Key Informant,Medium
Mali,West Africa,2023,Climate & Environment,Communities with DRR plans,8789,10415,6954,66.8,-20.9,Partner Report,Key Informant,High
Mali,West Africa,2023,Climate & Environment,Early warning systems active,4905,5845,6279,107.4,28.0,Remote Sensing,Direct Count,Low
Mali,West Africa,2023,Climate & Environment,Hectares of land restored,4588,6679,4464,66.8,-2.7,Remote Sensing,Direct Count,Medium
Mali,West Africa,2023,Healthy & Safe Living,People with health access,6824,9347,8510,91.0,24.7,Survey,Focus Group,Medium
Mali,West Africa,2023,Healthy & Safe Living,Vaccination rate (%),4394,4954,5496,110.9,25.1,Admin Records,Household Survey,Medium
Mali,West Africa,2023,Healthy & Safe Living,Malnutrition cases treated,5256,5992,3197,53.4,-39.2,Remote Sensing,Focus Group,Medium
Mali,West Africa,2023,Migration & Identity,Migrants assisted,7359,8744,8651,98.9,17.6,Partner Report,Household Survey,Low
Mali,West Africa,2023,Migration & Identity,Stateless persons supported,7482,9625,6596,68.5,-11.8,Partner Report,Focus Group,High
Mali,West Africa,2023,Migration & Identity,Legal documents issued,3250,4618,5364,116.2,65.0,Survey,Direct Count,High
Mali,West Africa,2023,Values & Dignity,GBV survivors supported,4073,5683,5982,105.3,46.9,Partner Report,Focus Group,Medium
Mali,West Africa,2023,Values & Dignity,Mental health sessions,6346,9152,5818,63.6,-8.3,Admin Records,Key Informant,Medium
Mali,West Africa,2023,Values & Dignity,Protection cases resolved,5613,7475,6036,80.7,7.5,Partner Report,Household Survey,High
Mali,West Africa,2023,Economic Security,HHs with improved income,6596,8813,9916,112.5,50.3,Partner Report,Focus Group,High
Mali,West Africa,2023,Economic Security,Savings group members,979,1098,1044,95.1,6.6,Survey,Direct Count,High
Mali,West Africa,2023,Economic Security,Jobs created or maintained,3159,3709,3767,101.6,19.2,Survey,Key Informant,High
